opportunity_id,account_id,owner_id,opportunity_stage,amount,expected_close_date,actual_close_date,created_at,sales_region,segment,revenue_model,lead_source,close_date_changes,last_activity_at
OPP_000959,ACC_00926,REP_027,Closed-Lost,9587.67,2025-03-17,2025-04-23,2024-12-26,APAC,SMB,Subscription,Marketing,1,2025-01-03
OPP_000960,ACC_00178,REP_015,Proposal,22539.18,2024-06-22,,2024-05-20,North America,Enterprise,Subscription,Marketing,1,2024-07-14
OPP_000961,ACC_01096,REP_015,Proposal,3559.37,2025-05-26,,2025-01-24,APAC,SMB,Subscription,Inbound,0,2025-02-06
OPP_000962,ACC_00864,REP_027,Closed-Lost,10648.24,2025-03-26,2025-03-13,2024-12-30,North America,Mid-Market,Subscription,Partner,0,2025-03-13
OPP_000963,ACC_01087,REP_013,Closed-Won,24235.58,2025-11-27,2025-12-01,2025-10-10,North America,Mid-Market,Transactional,Referral,0,2026-01-26
OPP_000964,ACC_00779,REP_008,Closed-Won,13774.73,2024-08-23,2024-07-06,2024-04-28,APAC,Mid-Market,Subscription,Marketing,0,2024-06-20
OPP_000965,ACC_00408,REP_008,Closed-Won,18245.05,2025-01-23,2025-03-29,2024-12-04,LATAM,Enterprise,Subscription,Inbound,2,2025-03-31
OPP_000966,ACC_00752,REP_028,Prospecting,4592.14,2026-01-01,,2025-10-08,North America,SMB,Subscription,Partner,0,2026-01-20
OPP_000967,ACC_00725,REP_017,Closed-Won,5933.11,2024-06-19,2024-04-21,2024-03-19,North America,SMB,Subscription,Marketing,0,2024-06-14
OPP_000968,ACC_00218,REP_018,Qualification,3303.5,2024-08-14,,2024-06-19,North America,SMB,Transactional,Partner,0,2024-07-11
OPP_000969,ACC_00122,REP_018,Closed-Lost,8045.39,2025-09-06,2025-06-12,2025-04-26,North America,Mid-Market,Subscription,Inbound,1,2025-04-30
OPP_000970,ACC_00781,REP_007,Proposal,17082.32,2024-07-02,,2024-03-13,EMEA,SMB,Subscription,Inbound,2,2024-03-28
OPP_000971,ACC_00114,REP_013,Prospecting,12960.73,2024-07-15,,2024-05-19,LATAM,Mid-Market,Enterprise Services,Marketing,0,2024-06-30
OPP_000972,ACC_00121,REP_029,Proposal,2825.7,2025-11-12,,2025-10-03,North America,Mid-Market,Subscription,Outbound,0,2025-11-21
OPP_000973,ACC_00086,REP_005,Closed-Won,25012.02,2025-03-27,2025-07-09,2025-01-24,APAC,SMB,Usage-Based,Referral,1,2025-02-19
OPP_000974,ACC_00747,REP_029,Proposal,13614.39,2024-04-27,,2024-02-07,LATAM,SMB,Advertising,Outbound,0,2024-06-02
OPP_000975,ACC_01113,REP_009,Closed-Won,4092.32,2025-10-25,2025-08-24,2025-07-26,North America,Mid-Market,Transactional,Marketing,0,2025-10-23
OPP_000976,ACC_00597,REP_009,Prospecting,11323.34,2025-02-26,,2024-12-16,North America,Mid-Market,Subscription,Inbound,1,2025-03-10
OPP_000977,ACC_00183,REP_001,Qualification,7390.13,2024-12-10,,2024-11-15,North America,Mid-Market,Usage-Based,Marketing,0,2025-02-01
OPP_000978,ACC_00616,REP_020,Negotiation,32109.45,2026-02-10,,2025-10-26,North America,Mid-Market,Subscription,Marketing,0,2026-01-08
OPP_000979,ACC_00579,REP_010,Proposal,30381.82,2024-10-06,,2024-07-29,North America,Enterprise,Enterprise Services,Outbound,0,2024-11-11
OPP_000980,ACC_00713,REP_014,Closed-Won,15172.3,2024-11-12,2025-01-22,2024-09-10,North America,Mid-Market,Subscription,Inbound,0,2024-10-27
OPP_000981,ACC_00520,REP_018,Closed-Lost,36463.15,2025-04-22,2025-03-25,2025-01-20,North America,Enterprise,Subscription,Marketing,2,2025-02-06
OPP_000982,ACC_00639,REP_020,Negotiation,3714.0,2024-10-16,,2024-06-10,LATAM,Mid-Market,Transactional,Marketing,0,2024-07-16
OPP_000983,ACC_00390,REP_029,Proposal,179628.83,2024-04-15,,2024-03-26,EMEA,Enterprise,Subscription,Partner,0,2024-04-23
OPP_000984,ACC_01088,REP_017,Negotiation,31644.83,2024-08-24,,2024-04-02,North America,Mid-Market,Subscription,Outbound,1,2024-07-25
OPP_000985,ACC_00646,REP_006,Closed-Lost,20865.83,2024-11-04,2024-09-30,2024-07-25,North America,Enterprise,Subscription,Marketing,1,2024-10-01
OPP_000986,ACC_00373,REP_022,Closed-Won,10872.86,2024-05-24,2024-05-07,2024-02-23,APAC,SMB,Enterprise Services,Marketing,0,2024-04-14
OPP_000987,ACC_00004,REP_002,Closed-Won,43222.56,2024-12-29,2025-02-19,2024-12-03,North America,Mid-Market,Subscription,Outbound,1,2024-12-07
OPP_000988,ACC_00815,REP_026,Qualification,9489.15,2026-02-16,,2025-10-27,EMEA,SMB,Advertising,Outbound,0,2026-01-20
OPP_000989,ACC_00457,REP_009,Closed-Won,208982.53,2024-10-10,2024-10-28,2024-06-19,EMEA,Enterprise,Subscription,Inbound,0,2024-09-04
OPP_000990,ACC_00299,REP_022,Prospecting,301899.92,2024-04-29,,2024-01-28,APAC,Mid-Market,Subscription,Marketing,0,2024-05-04
OPP_000991,ACC_00576,REP_005,Closed-Won,14384.09,2024-05-30,2024-06-22,2024-01-27,EMEA,Mid-Market,Advertising,Marketing,1,2024-02-12
OPP_000992,ACC_00583,REP_013,Closed-Lost,5012.22,2024-08-28,2024-07-04,2024-04-21,APAC,SMB,Transactional,Outbound,0,2024-07-09
OPP_000993,ACC_00964,REP_021,Closed-Lost,3336.75,2025-06-05,2025-03-11,2025-01-27,LATAM,SMB,Subscription,Inbound,0,2025-03-12
OPP_000994,ACC_00652,REP_019,Prospecting,4815.89,2025-01-12,,2024-11-11,EMEA,Enterprise,Enterprise Services,Inbound,0,2024-12-09
OPP_000995,ACC_00842,REP_001,Closed-Won,56848.5,2025-01-10,2024-10-10,2024-09-25,APAC,Mid-Market,Enterprise Services,Inbound,0,2024-10-22
OPP_000996,ACC_00777,REP_002,Prospecting,11458.72,2025-06-16,,2025-05-20,LATAM,Mid-Market,Subscription,Referral,0,2025-06-24
OPP_000997,ACC_01020,REP_030,Proposal,21536.81,2024-12-20,,2024-09-18,North America,SMB,Advertising,Marketing,0,2024-12-15
OPP_000998,ACC_00008,REP_016,Closed-Won,47879.95,2025-03-26,2025-06-30,2025-02-16,EMEA,Mid-Market,Usage-Based,Outbound,2,2025-02-19
OPP_000999,ACC_00452,REP_026,Proposal,14947.23,2025-12-27,,2025-10-29,North America,Enterprise,Subscription,Inbound,1,2026-02-19
OPP_001000,ACC_00859,REP_003,Proposal,3538.11,2024-08-08,,2024-04-23,North America,SMB,Subscription,Inbound,0,2024-08-17
OPP_001001,ACC_00170,REP_015,Closed-Won,252190.15,2024-05-29,2024-08-28,2024-03-15,EMEA,Enterprise,Transactional,Partner,0,2024-07-09
OPP_001002,ACC_00531,REP_018,Closed-Won,15213.44,2024-10-04,2024-06-14,2024-05-25,APAC,Mid-Market,Subscription,Inbound,3,2024-09-02
OPP_001003,ACC_00482,REP_028,Negotiation,4637.24,2024-05-14,,2024-04-13,North America,SMB,Subscription,Outbound,1,2024-05-22
OPP_001004,ACC_00967,REP_022,Proposal,15491.99,2025-12-02,,2025-07-09,North America,Enterprise,Advertising,Referral,1,2025-08-27
OPP_001005,ACC_01156,REP_019,Closed-Won,7790.87,2025-11-29,2025-11-30,2025-08-10,EMEA,SMB,Transactional,Partner,0,2025-08-26
OPP_001006,ACC_00128,REP_009,Proposal,40540.53,2025-03-26,,2025-01-10,North America,SMB,Subscription,Marketing,0,2025-04-27
OPP_001007,ACC_00258,REP_030,Prospecting,17811.52,2024-04-20,,2024-03-28,North America,SMB,Subscription,Inbound,0,2024-06-28
OPP_001008,ACC_00930,REP_010,Negotiation,19570.18,2025-08-18,,2025-07-24,North America,Mid-Market,Enterprise Services,Inbound,1,2025-08-12
OPP_001009,ACC_00210,REP_009,Closed-Won,79899.19,2025-11-18,2025-10-27,2025-09-06,North America,Mid-Market,Usage-Based,Marketing,2,2026-01-02
OPP_001010,ACC_00597,REP_022,Qualification,65892.19,2025-01-02,,2024-09-30,North America,Mid-Market,Subscription,Marketing,0,2024-10-06
OPP_001011,ACC_01134,REP_030,Qualification,22791.03,2025-06-19,,2025-03-26,North America,Mid-Market,Subscription,Marketing,1,2025-06-26
OPP_001012,ACC_01171,REP_026,Closed-Lost,144102.86,2025-04-10,2025-04-01,2025-02-11,North America,SMB,Advertising,Partner,2,2025-02-28
OPP_001013,ACC_01140,REP_006,Closed-Lost,12740.95,2025-04-02,2025-05-19,2024-12-19,APAC,Mid-Market,Subscription,Inbound,2,2025-03-19
OPP_001014,ACC_00162,REP_025,Negotiation,132095.48,2024-12-01,,2024-08-24,North America,Enterprise,Advertising,Partner,0,2024-12-08
OPP_001015,ACC_00180,REP_011,Closed-Won,11014.89,2024-09-07,2024-08-30,2024-07-05,LATAM,Mid-Market,Subscription,Inbound,0,2024-10-27
OPP_001016,ACC_00212,REP_007,Closed-Lost,40249.32,2024-09-03,2024-09-06,2024-07-03,North America,Mid-Market,Transactional,Inbound,2,2024-07-23
OPP_001017,ACC_00924,REP_029,Negotiation,12728.68,2024-11-13,,2024-08-28,APAC,Mid-Market,Advertising,Outbound,0,2024-09-17
OPP_001018,ACC_00215,REP_029,Qualification,25883.69,2025-09-17,,2025-05-24,North America,Mid-Market,Subscription,Inbound,0,2025-06-02
OPP_001019,ACC_00516,REP_012,Negotiation,97958.47,2025-10-11,,2025-07-07,North America,SMB,Subscription,Inbound,0,2025-10-13
OPP_001020,ACC_00983,REP_001,Closed-Lost,42270.8,2024-04-21,2024-04-20,2024-03-16,North America,Mid-Market,Subscription,Inbound,0,2024-04-08
OPP_001021,ACC_00591,REP_007,Closed-Won,70975.7,2024-06-27,2024-07-21,2024-02-08,EMEA,Enterprise,Subscription,Outbound,0,2024-03-26
OPP_001022,ACC_01129,REP_017,Prospecting,7519.82,2025-01-01,,2024-11-16,APAC,Mid-Market,Usage-Based,Marketing,0,2025-01-05
OPP_001023,ACC_00599,REP_002,Closed-Lost,53182.28,2025-09-13,2025-11-09,2025-05-29,EMEA,Enterprise,Subscription,Referral,2,2025-07-10
OPP_001024,ACC_00456,REP_007,Closed-Won,3275.29,2025-02-01,2025-06-24,2025-01-10,APAC,SMB,Transactional,Inbound,0,2025-03-11
OPP_001025,ACC_01163,REP_005,Proposal,106961.92,2025-08-30,,2025-07-08,North America,Enterprise,Advertising,Inbound,2,2025-08-19
OPP_001026,ACC_00657,REP_029,Closed-Lost,104310.72,2025-07-25,2025-06-14,2025-04-23,North America,Enterprise,Advertising,Marketing,2,2025-05-22
OPP_001027,ACC_00222,REP_011,Closed-Won,13634.58,2025-08-25,2025-06-01,2025-04-17,APAC,Mid-Market,Subscription,Inbound,1,2025-06-03
OPP_001028,ACC_00762,REP_012,Closed-Won,47367.66,2025-03-29,2025-06-14,2024-12-26,North America,SMB,Advertising,Marketing,0,2025-04-01
OPP_001029,ACC_00928,REP_013,Closed-Lost,202025.22,2024-03-04,2024-06-01,2024-02-06,North America,Enterprise,Usage-Based,Inbound,2,2024-02-21
OPP_001030,ACC_01007,REP_001,Prospecting,51169.47,2024-09-21,,2024-04-30,EMEA,Enterprise,Usage-Based,Partner,0,2024-08-23
OPP_001031,ACC_00007,REP_017,Closed-Won,28724.66,2025-07-06,2025-07-09,2025-05-12,North America,Mid-Market,Transactional,Inbound,0,2025-06-30
OPP_001032,ACC_00131,REP_028,Proposal,4982.59,2024-09-30,,2024-07-25,APAC,SMB,Subscription,Marketing,2,2024-08-29
OPP_001033,ACC_00755,REP_025,Closed-Lost,12429.39,2025-06-02,2025-05-21,2025-04-29,EMEA,Mid-Market,Subscription,Outbound,0,2025-06-21
OPP_001034,ACC_00891,REP_008,Closed-Lost,3053.84,2024-12-03,2025-01-08,2024-08-15,North America,SMB,Advertising,Inbound,2,2024-12-04
OPP_001035,ACC_00784,REP_001,Closed-Won,10113.87,2024-03-27,2024-06-04,2024-01-09,EMEA,Mid-Market,Subscription,Outbound,0,2024-04-15
OPP_001036,ACC_00460,REP_024,Closed-Won,14700.12,2025-05-16,2025-04-14,2025-03-29,North America,Mid-Market,Transactional,Outbound,0,2025-07-05
OPP_001037,ACC_00905,REP_026,Closed-Won,8373.98,2025-11-30,2025-11-21,2025-08-20,North America,Enterprise,Subscription,Referral,1,2025-09-16
OPP_001038,ACC_00696,REP_028,Qualification,29051.17,2024-12-09,,2024-10-25,North America,Mid-Market,Subscription,Outbound,1,2025-02-08
OPP_001039,ACC_01112,REP_018,Proposal,24941.57,2024-06-26,,2024-03-29,North America,SMB,Advertising,Inbound,0,2024-06-22
OPP_001040,ACC_00442,REP_015,Prospecting,8903.91,2025-01-18,,2024-10-04,North America,SMB,Usage-Based,Outbound,2,2024-10-12
OPP_001041,ACC_00905,REP_023,Closed-Won,2969.09,2026-02-07,2026-01-07,2025-10-05,North America,Enterprise,Subscription,Inbound,0,2025-11-25
OPP_001042,ACC_00173,REP_021,Negotiation,6968.6,2024-11-19,,2024-08-01,North America,SMB,Subscription,Marketing,0,2024-11-09
OPP_001043,ACC_00879,REP_023,Negotiation,4050.57,2024-05-20,,2024-02-17,APAC,Mid-Market,Transactional,Marketing,1,2024-04-21
OPP_001044,ACC_00878,REP_009,Qualification,4878.26,2025-06-22,,2025-05-29,EMEA,SMB,Subscription,Inbound,0,2025-08-07
OPP_001045,ACC_00305,REP_028,Negotiation,188186.37,2024-07-28,,2024-06-08,APAC,Enterprise,Transactional,Partner,0,2024-07-23
OPP_001046,ACC_00074,REP_002,Proposal,2500.0,2024-04-29,,2024-01-25,EMEA,SMB,Subscription,Partner,0,2024-01-30
OPP_001047,ACC_01192,REP_003,Closed-Lost,3967.14,2025-07-05,2025-07-07,2025-04-07,EMEA,SMB,Subscription,Inbound,0,2025-07-22
OPP_001048,ACC_00092,REP_020,Closed-Lost,37405.37,2024-11-11,2024-10-28,2024-08-14,North America,Mid-Market,Subscription,Partner,3,2024-11-12
OPP_001049,ACC_00563,REP_018,Proposal,21836.23,2024-07-25,,2024-04-01,North America,Enterprise,Subscription,Outbound,0,2024-05-04
OPP_001050,ACC_00002,REP_017,Closed-Won,4120.51,2024-06-22,2024-04-15,2024-02-06,North America,SMB,Subscription,Outbound,1,2024-03-06
OPP_001051,ACC_00501,REP_028,Qualification,124542.98,2024-07-27,,2024-05-03,EMEA,Mid-Market,Usage-Based,Outbound,1,2024-07-04
OPP_001052,ACC_00986,REP_027,Prospecting,64320.85,2024-05-17,,2024-04-10,EMEA,Enterprise,Advertising,Partner,0,2024-07-14
OPP_001053,ACC_00603,REP_022,Negotiation,112145.7,2024-03-25,,2024-01-08,North America,Enterprise,Subscription,Partner,2,2024-01-19
OPP_001054,ACC_00288,REP_005,Closed-Won,14718.09,2024-10-27,2024-11-14,2024-09-05,North America,SMB,Enterprise Services,Outbound,0,2024-11-19
OPP_001055,ACC_00473,REP_003,Prospecting,10549.78,2025-10-03,,2025-07-07,APAC,SMB,Enterprise Services,Marketing,0,2025-10-16
OPP_001056,ACC_00111,REP_005,Qualification,31767.15,2024-12-27,,2024-09-22,North America,SMB,Subscription,Outbound,1,2024-11-20
OPP_001057,ACC_00713,REP_019,Negotiation,109682.66,2024-04-26,,2024-01-26,North America,Mid-Market,Subscription,Partner,1,2024-02-02
OPP_001058,ACC_00005,REP_022,Prospecting,2500.0,2025-11-16,,2025-08-13,APAC,SMB,Subscription,Inbound,0,2025-08-16
OPP_001059,ACC_00420,REP_024,Proposal,42528.7,2025-04-28,,2025-02-27,North America,Enterprise,Transactional,Outbound,1,2025-03-19
OPP_001060,ACC_00073,REP_004,Proposal,42194.83,2025-11-19,,2025-10-08,EMEA,Enterprise,Subscription,Outbound,2,2026-01-22
OPP_001061,ACC_00288,REP_009,Closed-Lost,5842.33,2025-06-05,2025-07-10,2025-01-25,North America,SMB,Enterprise Services,Inbound,0,2025-03-21
OPP_001062,ACC_00081,REP_011,Qualification,43523.69,2025-01-26,,2024-11-15,North America,Mid-Market,Subscription,Inbound,1,2024-12-03
OPP_001063,ACC_01114,REP_019,Qualification,56961.99,2025-01-23,,2024-12-08,North America,Enterprise,Advertising,Outbound,0,2025-03-26
OPP_001064,ACC_00927,REP_002,Prospecting,61551.89,2024-06-02,,2024-01-05,EMEA,SMB,Subscription,Inbound,0,2024-04-13
OPP_001065,ACC_01114,REP_026,Prospecting,132391.43,2024-10-02,,2024-09-08,North America,Enterprise,Advertising,Outbound,0,2024-09-26
OPP_001066,ACC_00820,REP_003,Closed-Won,35131.92,2024-12-27,2025-04-19,2024-10-23,North America,SMB,Enterprise Services,Outbound,0,2025-01-13
OPP_001067,ACC_00596,REP_016,Proposal,2705.38,2024-11-12,,2024-07-19,North America,SMB,Subscription,Partner,1,2024-08-28
OPP_001068,ACC_00209,REP_028,Qualification,4008.12,2025-09-25,,2025-07-14,EMEA,SMB,Subscription,Referral,0,2025-07-23
OPP_001069,ACC_01155,REP_006,Closed-Lost,7913.37,2026-02-09,2025-11-05,2025-10-03,North America,Mid-Market,Usage-Based,Marketing,0,2025-10-11
OPP_001070,ACC_01102,REP_021,Closed-Won,33700.97,2025-01-21,2025-03-29,2024-11-16,North America,SMB,Subscription,Referral,0,2025-01-20
OPP_001071,ACC_00499,REP_017,Prospecting,3411.77,2025-09-21,,2025-06-10,North America,SMB,Subscription,Referral,0,2025-09-19
OPP_001072,ACC_00271,REP_025,Qualification,3513.01,2024-08-12,,2024-05-29,North America,SMB,Subscription,Inbound,0,2024-09-21
OPP_001073,ACC_00465,REP_018,Closed-Won,5316.89,2025-11-29,2025-12-28,2025-09-10,North America,Mid-Market,Advertising,Inbound,0,2025-12-03
OPP_001074,ACC_00473,REP_026,Closed-Won,140813.31,2025-07-09,2025-06-12,2025-04-16,APAC,SMB,Enterprise Services,Inbound,0,2025-08-04
OPP_001075,ACC_01101,REP_013,Closed-Lost,7784.82,2025-09-29,2025-06-20,2025-05-06,APAC,SMB,Subscription,Inbound,0,2025-06-04
OPP_001076,ACC_00081,REP_005,Prospecting,27719.41,2025-05-31,,2025-02-02,North America,Mid-Market,Subscription,Marketing,0,2025-02-20
OPP_001077,ACC_00760,REP_021,Closed-Won,2868.5,2025-09-15,2025-11-25,2025-07-09,North America,SMB,Subscription,Marketing,0,2025-07-23
OPP_001078,ACC_00923,REP_030,Prospecting,42585.04,2025-03-07,,2024-12-23,North America,Mid-Market,Subscription,Partner,0,2025-01-13
OPP_001079,ACC_00916,REP_013,Proposal,7476.99,2025-12-18,,2025-10-07,North America,Enterprise,Usage-Based,Marketing,1,2026-01-05
OPP_001080,ACC_00232,REP_025,Closed-Won,3371.66,2025-07-12,2025-06-02,2025-03-19,APAC,SMB,Advertising,Partner,0,2025-04-07
OPP_001081,ACC_00496,REP_027,Closed-Won,7852.81,2025-02-03,2024-12-05,2024-10-30,EMEA,Mid-Market,Subscription,Outbound,0,2024-12-21
OPP_001082,ACC_00411,REP_020,Prospecting,20310.06,2024-08-16,,2024-05-19,North America,Mid-Market,Subscription,Inbound,0,2024-08-17
OPP_001083,ACC_00489,REP_024,Qualification,7382.87,2025-11-13,,2025-08-30,North America,Mid-Market,Subscription,Referral,0,2025-12-19
OPP_001084,ACC_00105,REP_017,Closed-Won,74906.66,2024-04-18,2024-07-30,2024-02-07,EMEA,Mid-Market,Subscription,Partner,0,2024-02-27
OPP_001085,ACC_00100,REP_025,Prospecting,72873.11,2024-04-30,,2024-01-29,APAC,Enterprise,Subscription,Outbound,0,2024-02-21
OPP_001086,ACC_00029,REP_011,Qualification,4503.27,2024-05-28,,2024-01-21,APAC,SMB,Enterprise Services,Inbound,2,2024-01-29
OPP_001087,ACC_01161,REP_016,Qualification,24337.66,2024-08-05,,2024-03-13,North America,SMB,Advertising,Marketing,0,2024-03-27
OPP_001088,ACC_00501,REP_003,Prospecting,11011.72,2024-07-11,,2024-06-14,EMEA,Mid-Market,Usage-Based,Marketing,0,2024-07-31
OPP_001089,ACC_00274,REP_006,Closed-Won,9041.35,2025-01-13,2025-05-10,2024-11-24,North America,Mid-Market,Subscription,Outbound,1,2025-01-01
OPP_001090,ACC_00958,REP_018,Prospecting,39967.25,2024-10-21,,2024-07-04,North America,Mid-Market,Advertising,Referral,2,2024-10-28
OPP_001091,ACC_00594,REP_022,Negotiation,2500.0,2024-12-09,,2024-10-31,North America,Mid-Market,Usage-Based,Outbound,0,2024-12-23
OPP_001092,ACC_00438,REP_001,Closed-Won,34023.85,2025-02-03,2025-01-19,2024-10-27,North America,Mid-Market,Subscription,Referral,0,2024-12-03
OPP_001093,ACC_00138,REP_003,Prospecting,7997.67,2025-01-03,,2024-10-20,EMEA,Mid-Market,Subscription,Partner,0,2024-12-15
OPP_001094,ACC_00464,REP_001,Negotiation,4392.07,2024-03-24,,2024-02-09,APAC,SMB,Subscription,Marketing,1,2024-05-06
OPP_001095,ACC_00777,REP_016,Proposal,115628.41,2025-03-20,,2024-12-25,LATAM,Mid-Market,Subscription,Marketing,0,2025-02-04
OPP_001096,ACC_00749,REP_011,Closed-Won,9592.98,2024-10-13,2024-10-12,2024-07-19,EMEA,Mid-Market,Subscription,Marketing,0,2024-08-06
OPP_001097,ACC_00470,REP_002,Closed-Won,42442.89,2025-04-17,2025-03-20,2024-12-26,North America,Mid-Market,Usage-Based,Inbound,0,2025-02-15
OPP_001098,ACC_00736,REP_024,Closed-Won,21574.01,2024-06-16,2024-03-27,2024-02-10,APAC,Mid-Market,Enterprise Services,Marketing,0,2024-04-24
OPP_001099,ACC_00922,REP_016,Proposal,64617.65,2025-12-28,,2025-08-06,North America,Enterprise,Transactional,Outbound,1,2025-09-13
OPP_001100,ACC_01117,REP_001,Closed-Won,6985.7,2025-07-14,2025-05-30,2025-04-28,APAC,SMB,Subscription,Inbound,0,2025-07-07
OPP_001101,ACC_00635,REP_021,Negotiation,6630.58,2024-12-06,,2024-08-19,EMEA,SMB,Transactional,Partner,0,2024-09-27
OPP_001102,ACC_00274,REP_028,Proposal,75206.16,2024-12-28,,2024-08-28,North America,Mid-Market,Subscription,Outbound,0,2024-12-14
OPP_001103,ACC_00156,REP_013,Prospecting,41376.16,2024-12-25,,2024-07-30,North America,Mid-Market,Subscription,Outbound,1,2024-11-13
OPP_001104,ACC_00190,REP_029,Prospecting,5445.16,2026-02-07,,2025-10-26,North America,SMB,Advertising,Outbound,0,2026-01-20
OPP_001105,ACC_00013,REP_013,Qualification,5733.74,2025-06-06,,2025-04-15,North America,Mid-Market,Subscription,Inbound,2,2025-07-24
OPP_001106,ACC_00670,REP_003,Qualification,5002.48,2025-01-07,,2024-11-04,North America,SMB,Usage-Based,Inbound,0,2024-11-19
OPP_001107,ACC_00255,REP_004,Closed-Lost,23948.44,2025-04-26,2025-05-09,2025-03-10,APAC,SMB,Usage-Based,Marketing,0,2025-05-27
OPP_001108,ACC_00272,REP_003,Closed-Lost,29168.8,2024-03-29,2024-05-01,2024-02-13,North America,SMB,Subscription,Inbound,0,2024-04-02
OPP_001109,ACC_00870,REP_010,Qualification,15632.49,2025-09-06,,2025-07-09,APAC,SMB,Advertising,Partner,0,2025-10-10
OPP_001110,ACC_00384,REP_012,Closed-Lost,2500.0,2025-04-28,2025-03-15,2025-02-03,EMEA,SMB,Transactional,Outbound,0,2025-02-04
OPP_001111,ACC_00995,REP_014,Closed-Won,93622.95,2024-11-25,2024-08-15,2024-07-26,APAC,Enterprise,Transactional,Inbound,0,2024-08-18
OPP_001112,ACC_00165,REP_015,Proposal,60088.77,2025-06-05,,2025-04-09,North America,Mid-Market,Usage-Based,Inbound,0,2025-05-08
OPP_001113,ACC_00410,REP_026,Closed-Lost,52407.67,2024-02-18,2024-06-21,2024-01-05,North America,Enterprise,Subscription,Outbound,0,2024-03-12
OPP_001114,ACC_00062,REP_001,Closed-Won,64988.53,2024-12-30,2025-05-02,2024-11-24,APAC,SMB,Subscription,Marketing,1,2025-03-20
OPP_001115,ACC_ORPHAN_4,REP_027,Negotiation,2500.0,2025-11-08,,2025-09-24,EMEA,SMB,Subscription,Referral,0,2026-01-09
OPP_001116,ACC_00150,REP_008,Qualification,17800.3,2025-08-07,,2025-05-23,EMEA,SMB,Transactional,Outbound,1,2025-07-17
OPP_001117,ACC_00289,REP_029,Qualification,5882.74,2024-04-12,,2024-01-30,LATAM,Mid-Market,Subscription,Inbound,1,2024-01-31
OPP_001118,ACC_00883,REP_005,Closed-Lost,126981.12,2025-04-11,2025-04-05,2025-01-30,North America,Enterprise,Subscription,Partner,1,2025-05-14
OPP_001119,ACC_01057,REP_004,Qualification,81317.18,2025-05-31,,2025-03-31,EMEA,Enterprise,Usage-Based,Outbound,0,2025-06-08
OPP_001120,ACC_00655,REP_004,Prospecting,266894.2,2025-03-06,,2024-12-18,LATAM,Enterprise,Advertising,Outbound,0,2024-12-21
OPP_001121,ACC_01159,REP_009,Qualification,14792.44,2024-11-15,,2024-08-03,EMEA,SMB,Subscription,Outbound,1,2024-10-19
OPP_001122,ACC_00909,REP_029,Proposal,5991.86,2025-04-24,,2025-03-30,North America,SMB,Enterprise Services,Partner,0,2025-07-13
OPP_001123,ACC_00904,REP_014,Proposal,9985.9,2025-02-22,,2024-10-10,APAC,Mid-Market,Subscription,Inbound,0,2025-01-22
OPP_001124,ACC_01189,REP_005,Closed-Lost,6988.25,2025-11-25,2026-01-21,2025-09-27,LATAM,SMB,Subscription,Marketing,0,2026-01-11
OPP_001125,ACC_00107,REP_020,Proposal,5385.36,2025-08-22,,2025-07-15,APAC,SMB,Enterprise Services,Outbound,0,2025-11-09
OPP_001126,ACC_00279,REP_016,Closed-Lost,169458.06,2025-10-13,2025-10-09,2025-09-01,North America,Enterprise,Transactional,Outbound,0,2025-11-18
OPP_001127,ACC_00525,REP_022,Negotiation,32138.22,2025-01-07,,2024-10-08,North America,SMB,Subscription,Referral,0,2024-12-20
OPP_001128,ACC_00743,REP_023,Proposal,9864.37,2025-06-24,,2025-03-29,EMEA,Enterprise,Subscription,Outbound,1,2025-04-12
OPP_001129,ACC_01189,REP_024,Qualification,9325.64,2024-05-07,,2024-04-06,LATAM,SMB,Subscription,Inbound,0,2024-06-21
OPP_001130,ACC_00119,REP_005,Qualification,9553.42,2025-08-11,,2025-05-19,LATAM,SMB,Usage-Based,Inbound,0,2025-09-01
OPP_001131,ACC_00276,REP_015,Closed-Lost,4108.72,2025-07-07,2025-11-03,2025-05-20,North America,SMB,Transactional,Partner,2,2025-08-25
OPP_001132,ACC_00358,REP_019,Closed-Won,25292.17,2025-10-19,2025-10-30,2025-06-03,EMEA,Mid-Market,Enterprise Services,Partner,0,2025-09-19
OPP_001133,ACC_00805,REP_017,Proposal,38677.52,2024-03-14,,2024-01-14,North America,SMB,Usage-Based,Outbound,0,2024-02-04
OPP_001134,ACC_01143,REP_030,Closed-Lost,107480.07,2025-03-30,2024-12-15,2024-11-01,North America,Enterprise,Transactional,Inbound,0,2024-11-25
OPP_001135,ACC_01127,REP_029,Closed-Won,62759.7,2024-10-06,2024-08-22,2024-07-03,APAC,Mid-Market,Subscription,Inbound,0,2024-10-14
OPP_001136,ACC_00898,REP_025,Prospecting,4375.15,2026-01-28,,2025-09-05,LATAM,SMB,Subscription,Outbound,0,2025-12-26
OPP_001137,ACC_00928,REP_008,Negotiation,45695.7,2025-03-28,,2024-12-26,North America,Enterprise,Usage-Based,Outbound,0,2025-02-27
OPP_001138,ACC_00499,REP_016,Closed-Won,4173.52,2025-03-21,2025-04-23,2025-02-13,North America,SMB,Subscription,Outbound,1,2025-05-29
OPP_001139,ACC_00731,REP_025,Closed-Won,11402.56,2025-01-31,2024-11-19,2024-10-20,North America,SMB,Usage-Based,Outbound,2,2025-01-10
