lead_id,account_id,lead_source,campaign,channel,created_at,lifecycle_stage,company_size,segment
LEAD_001487,ACC_00894,Referral,Customer Referral,Referral,2024-06-02,Lead,1-99,SMB
LEAD_001488,ACC_00842,Referral,Customer Referral,Referral,2025-01-10,Lead,100-999,Mid-Market
LEAD_001489,ACC_00891,Paid Social,LinkedIn ABM,Paid Social,2025-01-05,MQL,1-99,SMB
LEAD_001490,ACC_00281,Organic,Product Blog,Organic,2025-03-12,Converted,1-99,SMB
LEAD_001491,ACC_00300,Paid Search,Search - Competitor,Paid Search,2024-04-08,Lead,100-999,Mid-Market
LEAD_001492,ACC_00251,Outbound,Named Account Outreach,Outbound,2024-07-02,SQL,100-999,Mid-Market
LEAD_001493,ACC_00835,Events,Industry Conference,Events,2025-06-23,SQL,100-999,Mid-Market
LEAD_001494,ACC_00014,Paid Search,Search - Brand,Paid Search,2025-11-12,MQL,1000+,Enterprise
LEAD_001495,ACC_00978,Organic,Product Blog,Organic,2024-01-09,MQL,1-99,SMB
LEAD_001496,ACC_00339,Outbound,SDR Outbound,Outbound,2024-10-29,Lead,1-99,SMB
LEAD_001497,ACC_00586,Outbound,SDR Outbound,Outbound,2025-10-06,Lead,100-999,Mid-Market
LEAD_001498,ACC_00297,Paid Social,Paid Social Retargeting,Paid Social,2024-07-28,MQL,1000+,Enterprise
LEAD_001499,ACC_00511,Partner,Technology Partner,Partner,2024-11-23,Lead,1-99,SMB
LEAD_001500,ACC_00918,Referral,Customer Referral,Referral,2025-10-23,MQL,1-99,SMB
LEAD_001501,ACC_00239,Paid Search,Search - Nonbrand,Paid Search,2025-12-09,SQL,1-99,SMB
LEAD_001502,ACC_00684,Partner,Reseller,Partner,2025-04-24,Lead,1-99,SMB
LEAD_001503,ACC_00069,Partner,Reseller,Partner,2025-05-22,MQL,1-99,SMB
LEAD_001504,ACC_00214,Partner,Reseller,Partner,2025-03-24,Lead,100-999,Mid-Market
LEAD_001505,ACC_00822,Events,Industry Conference,Events,2024-07-26,Lead,100-999,Mid-Market
LEAD_001506,ACC_00682,Partner,Reseller,Partner,2025-10-10,MQL,1-99,SMB
LEAD_001507,ACC_00734,Paid Social,LinkedIn Demand Gen,Paid Social,2024-01-25,Lead,1-99,SMB
LEAD_001508,ACC_00271,Organic,Product Blog,Organic,2024-02-12,SQL,1-99,SMB
LEAD_001509,ACC_00248,Outbound,Named Account Outreach,Outbound,2025-03-15,Lead,1-99,SMB
LEAD_001510,ACC_00511,Organic,Product Blog,Organic,2025-09-04,SQL,1-99,SMB
LEAD_001511,ACC_00155,Organic,Product Blog,Organic,2025-08-18,Lead,1-99,SMB
LEAD_001512,ACC_01066,Paid Social,LinkedIn ABM,Paid Social,2025-05-10,MQL,1000+,Enterprise
LEAD_001513,ACC_00322,Partner,Cloud Partner,Partner,2024-10-02,SQL,100-999,Mid-Market
LEAD_001514,ACC_00864,Referral,Customer Referral,Referral,2024-09-20,MQL,100-999,Mid-Market
LEAD_001515,ACC_00189,Outbound,SDR Outbound,Outbound,2024-11-07,Lead,100-999,Mid-Market
LEAD_001516,ACC_00782,Events,Executive Roundtable,Events,2024-07-06,SQL,1000+,Enterprise
LEAD_001517,ACC_00245,Paid Search,Search - Brand,Paid Search,2024-11-02,Lead,100-999,Mid-Market
LEAD_001518,ACC_00338,Paid Social,Paid Social Retargeting,Paid Social,2024-03-17,Lead,100-999,Mid-Market
LEAD_001519,ACC_00495,Referral,Customer Referral,Referral,2024-08-21,Lead,100-999,Mid-Market
LEAD_001520,ACC_00150,Paid Social,LinkedIn Demand Gen,Paid Social,2025-11-18,MQL,1-99,SMB
LEAD_001521,ACC_00150,Events,Webinar,Events,2025-05-31,MQL,1-99,SMB
LEAD_001522,ACC_00904,Paid Social,Paid Social Retargeting,Paid Social,2024-04-13,SQL,100-999,Mid-Market
LEAD_001523,ACC_00415,Paid Search,Search - Nonbrand,Paid Search,2024-07-28,MQL,1-99,SMB
LEAD_001524,ACC_00682,Partner,Reseller,Partner,2024-07-08,Lead,1-99,SMB
LEAD_001525,ACC_00776,Organic,Product Blog,Organic,2024-07-24,MQL,1000+,Enterprise
LEAD_001526,ACC_00748,Organic,Content Hub,Organic,2025-05-20,Lead,1-99,SMB
LEAD_001527,ACC_00753,Paid Search,Search - Nonbrand,Paid Search,2025-10-16,SQL,1-99,SMB
LEAD_001528,ACC_01171,Organic,Content Hub,Organic,2025-06-03,Lead,1-99,SMB
LEAD_001529,ACC_00757,Paid Search,Search - Brand,Paid Search,2024-12-23,MQL,1-99,SMB
LEAD_001530,ACC_00418,Referral,Customer Referral,Referral,2024-04-27,MQL,100-999,Mid-Market
LEAD_001531,ACC_00342,Paid Search,Search - Nonbrand,Paid Search,2024-04-14,Converted,1000+,Enterprise
LEAD_001532,ACC_00961,Events,Webinar,Events,2025-08-18,Lead,100-999,Mid-Market
LEAD_001533,ACC_00507,Partner,Cloud Partner,Partner,2025-05-10,Lead,1-99,SMB
LEAD_001534,ACC_00671,Organic,Content Hub,Organic,2025-01-08,Converted,1-99,SMB
LEAD_001535,ACC_00978,Organic,Product Blog,Organic,2025-02-25,MQL,1-99,SMB
LEAD_001536,ACC_00283,Referral,Employee Referral,Referral,2025-09-12,MQL,1-99,SMB
LEAD_001537,ACC_00267,Partner,Technology Partner,Partner,2025-08-17,SQL,1-99,SMB
LEAD_001538,ACC_00064,Referral,Employee Referral,Referral,2024-03-04,Converted,100-999,Mid-Market
LEAD_001539,ACC_00087,Paid Search,Search - Brand,Paid Search,2024-10-15,Lead,100-999,Mid-Market
LEAD_001540,ACC_00740,Outbound,SDR Outbound,Outbound,2024-02-01,Converted,1-99,SMB
LEAD_001541,ACC_00605,Outbound,Named Account Outreach,Outbound,2024-10-08,MQL,1000+,Enterprise
LEAD_001542,ACC_00358,Referral,Customer Referral,Referral,2025-04-10,Converted,100-999,Mid-Market
LEAD_001543,ACC_00254,Organic,SEO,Organic,2024-06-01,Lead,1-99,SMB
LEAD_001544,ACC_00835,Referral,Customer Referral,Referral,2024-04-19,Lead,100-999,Mid-Market
LEAD_001545,ACC_00103,Paid Search,Search - Nonbrand,Paid Search,2024-12-24,Lead,1-99,SMB
LEAD_001546,ACC_00841,Events,Industry Conference,Events,2025-01-18,SQL,1-99,SMB
LEAD_001547,ACC_01086,Partner,Cloud Partner,Partner,2025-06-06,Converted,100-999,Mid-Market
LEAD_001548,ACC_00547,Partner,Reseller,Partner,2024-01-11,Lead,1-99,SMB
LEAD_001549,ACC_00594,Paid Search,Search - Nonbrand,Paid Search,2024-06-30,Lead,100-999,Mid-Market
LEAD_001550,ACC_00644,Events,Webinar,Events,2025-07-24,Lead,1-99,SMB
LEAD_001551,ACC_00115,Paid Search,Search - Brand,Paid Search,2025-05-13,Lead,1-99,SMB
LEAD_001552,ACC_00752,Paid Social,LinkedIn ABM,Paid Social,2025-10-19,SQL,1-99,SMB
LEAD_001553,ACC_00439,Partner,Reseller,Partner,2025-08-18,Lead,100-999,Mid-Market
LEAD_001554,,Outbound,Named Account Outreach,Outbound,2025-09-05,Converted,1000+,Enterprise
LEAD_001555,ACC_00028,Paid Social,LinkedIn ABM,Paid Social,2025-01-08,Converted,1-99,SMB
LEAD_001556,,Outbound,SDR Outbound,Outbound,2025-12-01,Lead,1-99,SMB
LEAD_001557,ACC_00401,Paid Social,LinkedIn Demand Gen,Paid Social,2024-10-31,MQL,1-99,SMB
LEAD_001558,ACC_00092,Partner,Technology Partner,Partner,2025-10-22,Converted,100-999,Mid-Market
LEAD_001559,ACC_00939,Outbound,SDR Outbound,Outbound,2024-10-13,SQL,1000+,Enterprise
LEAD_001560,ACC_01176,Outbound,Named Account Outreach,Outbound,2024-11-20,MQL,100-999,Mid-Market
LEAD_001561,ACC_00624,Events,Industry Conference,Events,2025-05-16,Lead,1-99,SMB
LEAD_001562,ACC_00041,Partner,Reseller,Partner,2024-10-18,Lead,1-99,SMB
LEAD_001563,ACC_01191,Organic,Product Blog,Organic,2024-04-17,SQL,1-99,SMB
LEAD_001564,ACC_00250,Outbound,SDR Outbound,Outbound,2025-10-17,Lead,1-99,SMB
LEAD_001565,ACC_00289,Organic,Content Hub,Organic,2024-11-27,MQL,100-999,Mid-Market
LEAD_001566,ACC_00850,Organic,SEO,Organic,2025-11-08,Converted,1000+,Enterprise
LEAD_001567,ACC_00399,Events,Webinar,Events,2024-10-18,Lead,1-99,SMB
LEAD_001568,ACC_00102,Paid Social,LinkedIn ABM,Paid Social,2025-12-12,Lead,100-999,Mid-Market
LEAD_001569,ACC_00820,Paid Social,LinkedIn Demand Gen,Paid Social,2025-03-16,Lead,1-99,SMB
LEAD_001570,ACC_00315,Referral,Employee Referral,Referral,2025-07-15,SQL,1-99,SMB
LEAD_001571,ACC_01034,Paid Search,Search - Competitor,Paid Search,2025-07-06,Lead,1000+,Enterprise
LEAD_001572,ACC_00185,Organic,Content Hub,Organic,2024-05-27,Lead,100-999,Mid-Market
LEAD_001573,ACC_01088,Organic,Product Blog,Organic,2025-08-19,Converted,100-999,Mid-Market
LEAD_001574,ACC_00869,Paid Search,Search - Competitor,Paid Search,2025-11-21,MQL,1-99,SMB
LEAD_001575,ACC_00288,Outbound,Named Account Outreach,Outbound,2025-04-28,MQL,1-99,SMB
LEAD_001576,ACC_00695,Outbound,Named Account Outreach,Outbound,2025-11-23,SQL,1000+,Enterprise
LEAD_001577,ACC_01127,Partner,Cloud Partner,Partner,2025-09-10,Lead,100-999,Mid-Market
LEAD_001578,ACC_00078,Paid Search,Search - Nonbrand,Paid Search,2025-05-01,Converted,100-999,Mid-Market
LEAD_001579,ACC_00984,Paid Social,LinkedIn ABM,Paid Social,2024-12-14,SQL,1-99,SMB
LEAD_001580,ACC_00553,Organic,Content Hub,Organic,2025-09-18,Lead,1-99,SMB
LEAD_001581,ACC_01139,Outbound,SDR Outbound,Outbound,2024-05-15,Lead,1-99,SMB
LEAD_001582,ACC_00251,Partner,Technology Partner,Partner,2025-02-14,Lead,100-999,Mid-Market
LEAD_001583,ACC_00864,Organic,Content Hub,Organic,2025-08-19,MQL,100-999,Mid-Market
LEAD_001584,ACC_01162,Events,Executive Roundtable,Events,2025-11-21,MQL,100-999,Mid-Market
LEAD_001585,ACC_00413,Outbound,Named Account Outreach,Outbound,2024-07-14,MQL,1-99,SMB
LEAD_001586,ACC_00130,Paid Search,Search - Brand,Paid Search,2024-03-09,Converted,100-999,Mid-Market
LEAD_001587,ACC_00471,Partner,Reseller,Partner,2024-08-31,MQL,1-99,SMB
LEAD_001588,ACC_00718,Partner,Cloud Partner,Partner,2025-09-23,SQL,1-99,SMB
LEAD_001589,ACC_00757,Organic,SEO,Organic,2025-01-17,MQL,1-99,SMB
LEAD_001590,ACC_00579,Organic,Content Hub,Organic,2024-02-10,SQL,1000+,Enterprise
LEAD_001591,ACC_01120,Outbound,Named Account Outreach,Outbound,2024-03-28,Lead,1000+,Enterprise
LEAD_001592,ACC_00694,Referral,Customer Referral,Referral,2024-09-04,MQL,1-99,SMB
LEAD_001593,ACC_00769,Partner,Reseller,Partner,2024-09-07,MQL,1-99,SMB
LEAD_001594,ACC_01148,Partner,Reseller,Partner,2024-04-08,Lead,100-999,Mid-Market
LEAD_001595,ACC_01128,Partner,Technology Partner,Partner,2024-12-27,SQL,100-999,Mid-Market
LEAD_001596,ACC_00410,Paid Social,LinkedIn Demand Gen,Paid Social,2024-12-16,MQL,1000+,Enterprise
LEAD_001597,ACC_00344,Organic,SEO,Organic,2024-05-25,Lead,100-999,Mid-Market
LEAD_001598,ACC_00899,Paid Search,Search - Nonbrand,Paid Search,2024-06-18,SQL,1-99,SMB
LEAD_001599,ACC_00631,Referral,Customer Referral,Referral,2025-04-30,Lead,1000+,Enterprise
LEAD_001600,ACC_00537,Events,Industry Conference,Events,2025-11-26,MQL,100-999,Mid-Market
LEAD_001601,ACC_00838,Referral,Customer Referral,Referral,2025-12-29,MQL,1000+,Enterprise
LEAD_001602,ACC_00793,Organic,Product Blog,Organic,2025-02-12,Lead,1-99,SMB
LEAD_001603,ACC_01097,Paid Social,Paid Social Retargeting,Paid Social,2024-01-29,Lead,1-99,SMB
LEAD_001604,ACC_00439,Partner,Cloud Partner,Partner,2025-10-18,Lead,100-999,Mid-Market
LEAD_001605,ACC_00905,Organic,Content Hub,Organic,2025-11-25,Lead,1000+,Enterprise
LEAD_001606,ACC_00273,Organic,Content Hub,Organic,2024-07-22,MQL,1-99,SMB
LEAD_001607,ACC_01125,Outbound,SDR Outbound,Outbound,2024-10-19,Lead,1-99,SMB
LEAD_001608,ACC_00101,Outbound,SDR Outbound,Outbound,2024-01-19,Converted,1000+,Enterprise
LEAD_001609,ACC_00901,Partner,Cloud Partner,Partner,2025-08-08,Lead,1-99,SMB
LEAD_001610,ACC_00123,Paid Search,Search - Brand,Paid Search,2025-07-21,Lead,1-99,SMB
LEAD_001611,ACC_01057,Paid Social,LinkedIn Demand Gen,Paid Social,2024-01-16,Converted,1000+,Enterprise
LEAD_001612,ACC_01152,Organic,SEO,Organic,2025-05-28,SQL,1000+,Enterprise
LEAD_001613,ACC_00982,Organic,SEO,Organic,2024-10-28,MQL,100-999,Mid-Market
LEAD_001614,ACC_00947,Paid Social,Paid Social Retargeting,Paid Social,2025-02-02,MQL,100-999,Mid-Market
LEAD_001615,ACC_00574,Paid Search,Search - Brand,Paid Search,2024-06-08,SQL,100-999,Mid-Market
LEAD_001616,ACC_00294,Referral,Customer Referral,Referral,2025-08-19,Lead,1-99,SMB
LEAD_001617,ACC_01183,Paid Social,LinkedIn ABM,Paid Social,2024-10-22,Lead,1-99,SMB
LEAD_001618,ACC_00635,Organic,Product Blog,Organic,2025-09-06,Converted,1-99,SMB
LEAD_001619,ACC_00980,Organic,Content Hub,Organic,2024-04-18,Lead,1-99,SMB
LEAD_001620,ACC_00858,Outbound,Named Account Outreach,Outbound,2025-03-05,MQL,1000+,Enterprise
LEAD_001621,ACC_00842,Organic,Product Blog,Organic,2024-08-14,MQL,100-999,Mid-Market
LEAD_001622,ACC_00424,Organic,Product Blog,Organic,2025-12-07,MQL,1-99,SMB
LEAD_001623,ACC_00513,Paid Social,LinkedIn Demand Gen,Paid Social,2025-02-11,SQL,1-99,SMB
LEAD_001624,ACC_00528,Paid Search,Search - Competitor,Paid Search,2025-06-10,Converted,1000+,Enterprise
LEAD_001625,ACC_00723,Partner,Technology Partner,Partner,2024-03-04,Lead,1-99,SMB
LEAD_001626,ACC_00863,Paid Social,Paid Social Retargeting,Paid Social,2025-05-09,MQL,100-999,Mid-Market
LEAD_001627,ACC_00239,Organic,Product Blog,Organic,2024-03-14,MQL,1-99,SMB
LEAD_001628,ACC_00273,Outbound,Named Account Outreach,Outbound,2024-09-21,Lead,1-99,SMB
LEAD_001629,ACC_00059,Paid Social,Paid Social Retargeting,Paid Social,2024-06-11,Converted,1-99,SMB
LEAD_001630,ACC_00632,Partner,Reseller,Partner,2024-01-02,SQL,1000+,Enterprise
LEAD_001631,ACC_00803,Organic,SEO,Organic,2025-03-04,Lead,1000+,Enterprise
LEAD_001632,ACC_00253,Partner,Reseller,Partner,2024-06-25,SQL,1-99,SMB
LEAD_001633,ACC_00855,Paid Search,Search - Brand,Paid Search,2025-01-09,Converted,1-99,SMB
LEAD_001634,ACC_00004,Paid Social,LinkedIn Demand Gen,Paid Social,2025-07-12,Lead,100-999,Mid-Market
LEAD_001635,ACC_01040,Paid Search,Search - Nonbrand,Paid Search,2024-05-10,SQL,1-99,SMB
LEAD_001636,ACC_00829,Referral,Employee Referral,Referral,2025-06-02,Lead,1000+,Enterprise
LEAD_001637,ACC_00820,Paid Search,Search - Nonbrand,Paid Search,2024-08-05,Lead,1-99,SMB
LEAD_001638,ACC_00849,Referral,Customer Referral,Referral,2024-08-29,Lead,1-99,SMB
LEAD_001639,ACC_00431,Referral,Employee Referral,Referral,2025-02-25,Converted,1000+,Enterprise
LEAD_001640,ACC_01195,Paid Social,Paid Social Retargeting,Paid Social,2025-04-02,Lead,1000+,Enterprise
LEAD_001641,ACC_00896,Paid Search,Search - Brand,Paid Search,2025-04-24,Lead,1000+,Enterprise
LEAD_001642,ACC_00218,Paid Search,Search - Nonbrand,Paid Search,2024-05-22,SQL,1-99,SMB
LEAD_001643,ACC_01107,Referral,Employee Referral,Referral,2025-02-27,Lead,1-99,SMB
LEAD_001644,ACC_00888,Partner,Reseller,Partner,2024-07-11,Lead,1-99,SMB
LEAD_001645,ACC_00374,Partner,Cloud Partner,Partner,2024-07-21,Lead,1-99,SMB
LEAD_001646,ACC_01138,Organic,SEO,Organic,2025-11-23,SQL,1-99,SMB
LEAD_001647,ACC_00299,Events,Webinar,Events,2024-03-14,MQL,100-999,Mid-Market
LEAD_001648,ACC_00774,Organic,Content Hub,Organic,2024-10-29,Converted,1000+,Enterprise
LEAD_001649,ACC_00805,Organic,SEO,Organic,2024-11-17,Lead,1-99,SMB
LEAD_001650,ACC_01156,Paid Search,Search - Competitor,Paid Search,2024-06-28,MQL,1-99,SMB
LEAD_001651,ACC_00685,Paid Social,LinkedIn ABM,Paid Social,2025-07-28,SQL,100-999,Mid-Market
LEAD_001652,ACC_01194,Referral,Employee Referral,Referral,2024-12-22,Lead,1000+,Enterprise
LEAD_001653,ACC_00342,Events,Webinar,Events,2025-06-09,Lead,1000+,Enterprise
LEAD_001654,ACC_00962,Organic,Product Blog,Organic,2024-10-09,Lead,1-99,SMB
LEAD_001655,ACC_00295,Paid Search,Search - Competitor,Paid Search,2025-10-17,Lead,1000+,Enterprise
LEAD_001656,ACC_01200,Outbound,SDR Outbound,Outbound,2025-06-17,Lead,100-999,Mid-Market
LEAD_001657,ACC_00917,Paid Social,LinkedIn Demand Gen,Paid Social,2024-08-31,Converted,1-99,SMB
LEAD_001658,ACC_00751,Organic,Product Blog,Organic,2025-12-04,MQL,1-99,SMB
LEAD_001659,ACC_00080,Paid Search,Search - Competitor,Paid Search,2025-09-24,MQL,100-999,Mid-Market
LEAD_001660,ACC_00597,Partner,Cloud Partner,Partner,2025-03-08,Lead,100-999,Mid-Market
LEAD_001661,ACC_00173,Referral,Employee Referral,Referral,2024-01-13,MQL,1-99,SMB
LEAD_001662,ACC_01102,Outbound,Named Account Outreach,Outbound,2025-03-08,MQL,1-99,SMB
LEAD_001663,ACC_00455,Organic,Product Blog,Organic,2025-05-20,Converted,1-99,SMB
LEAD_001664,ACC_00998,Outbound,SDR Outbound,Outbound,2024-09-23,Lead,1-99,SMB
LEAD_001665,ACC_01088,Paid Search,Search - Brand,Paid Search,2024-04-15,SQL,100-999,Mid-Market
LEAD_001666,ACC_00133,Events,Webinar,Events,2025-02-16,Lead,100-999,Mid-Market
LEAD_001667,ACC_00912,Paid Search,Search - Brand,Paid Search,2025-08-08,SQL,1000+,Enterprise
LEAD_001668,ACC_00364,Organic,Content Hub,Organic,2024-08-21,Converted,1-99,SMB
LEAD_001669,ACC_00131,Paid Social,Paid Social Retargeting,Paid Social,2024-11-29,MQL,1-99,SMB
LEAD_001670,ACC_00313,Paid Search,Search - Brand,Paid Search,2024-01-01,MQL,1-99,SMB
LEAD_001671,ACC_00660,Paid Search,Search - Competitor,Paid Search,2025-05-29,SQL,1-99,SMB
LEAD_001672,ACC_01027,Partner,Technology Partner,Partner,2025-09-25,Converted,1000+,Enterprise
LEAD_001673,ACC_00830,Outbound,SDR Outbound,Outbound,2025-07-21,Lead,1-99,SMB
LEAD_001674,ACC_00280,Events,Industry Conference,Events,2024-11-09,Lead,1000+,Enterprise
LEAD_001675,ACC_00356,Paid Search,Search - Brand,Paid Search,2024-02-02,MQL,100-999,Mid-Market
LEAD_001676,ACC_00365,Organic,Product Blog,Organic,2024-12-25,Converted,100-999,Mid-Market
LEAD_001677,ACC_00884,Paid Social,LinkedIn Demand Gen,Paid Social,2025-11-18,MQL,1-99,SMB
LEAD_001678,ACC_00623,Paid Social,LinkedIn Demand Gen,Paid Social,2024-03-02,Lead,1000+,Enterprise
LEAD_001679,ACC_00029,Organic,Product Blog,Organic,2024-06-05,MQL,1-99,SMB
LEAD_001680,ACC_00092,Referral,Customer Referral,Referral,2025-09-03,Lead,100-999,Mid-Market
LEAD_001681,ACC_00091,Referral,Employee Referral,Referral,2025-02-19,Lead,1-99,SMB
LEAD_001682,ACC_01154,Organic,Content Hub,Organic,2024-05-04,Lead,1-99,SMB
LEAD_001683,ACC_00606,Events,Webinar,Events,2024-01-18,Lead,100-999,Mid-Market
LEAD_001684,ACC_00590,Partner,Reseller,Partner,2024-10-27,SQL,1-99,SMB
LEAD_001685,ACC_00914,Paid Search,Search - Nonbrand,Paid Search,2025-03-10,MQL,1000+,Enterprise
LEAD_001686,ACC_00229,Partner,Reseller,Partner,2025-09-06,Lead,100-999,Mid-Market
LEAD_001687,ACC_00038,Organic,Product Blog,Organic,2025-10-08,MQL,1-99,SMB
LEAD_001688,ACC_00325,Organic,Product Blog,Organic,2024-11-30,Lead,1000+,Enterprise
LEAD_001689,ACC_00251,Referral,Customer Referral,Referral,2024-11-04,Lead,100-999,Mid-Market
LEAD_001690,ACC_00958,Partner,Technology Partner,Partner,2025-11-11,Lead,100-999,Mid-Market
LEAD_001691,ACC_00983,Paid Search,Search - Competitor,Paid Search,2025-07-21,Lead,100-999,Mid-Market
LEAD_001692,ACC_00761,Paid Social,LinkedIn Demand Gen,Paid Social,2024-06-02,MQL,100-999,Mid-Market
LEAD_001693,ACC_01092,Referral,Customer Referral,Referral,2025-05-13,Lead,100-999,Mid-Market
LEAD_001694,ACC_00558,Paid Social,LinkedIn Demand Gen,Paid Social,2025-06-06,Lead,100-999,Mid-Market
LEAD_001695,ACC_00289,Referral,Customer Referral,Referral,2024-06-19,Lead,100-999,Mid-Market
LEAD_001696,ACC_00398,Events,Executive Roundtable,Events,2025-12-15,Lead,1-99,SMB
LEAD_001697,ACC_00170,Paid Search,Search - Competitor,Paid Search,2024-08-04,Lead,1000+,Enterprise
LEAD_001698,ACC_01081,Outbound,Named Account Outreach,Outbound,2025-02-05,Lead,1-99,SMB
LEAD_001699,ACC_00726,Outbound,Named Account Outreach,Outbound,2024-12-26,Lead,1-99,SMB
LEAD_001700,ACC_00928,Outbound,Named Account Outreach,Outbound,2025-05-20,MQL,1000+,Enterprise
LEAD_001701,ACC_00338,Paid Search,Search - Competitor,Paid Search,2025-10-21,SQL,100-999,Mid-Market
LEAD_001702,ACC_00862,Organic,Product Blog,Organic,2024-10-14,Lead,100-999,Mid-Market
LEAD_001703,ACC_00397,Organic,Product Blog,Organic,2024-10-08,Lead,1000+,Enterprise
LEAD_001704,ACC_00536,Partner,Cloud Partner,Partner,2025-07-03,MQL,1-99,SMB
LEAD_001705,ACC_00783,Outbound,Named Account Outreach,Outbound,2025-11-27,Lead,1-99,SMB
LEAD_001706,ACC_01178,Outbound,SDR Outbound,Outbound,2025-10-26,SQL,1-99,SMB
LEAD_001707,ACC_00670,Partner,Technology Partner,Partner,2025-07-04,Lead,1-99,SMB
LEAD_001708,ACC_00853,Organic,Product Blog,Organic,2025-05-28,MQL,1000+,Enterprise
LEAD_001709,ACC_00714,Organic,SEO,Organic,2025-07-15,Converted,1000+,Enterprise
LEAD_001710,ACC_00509,Outbound,Named Account Outreach,Outbound,2025-11-15,Lead,100-999,Mid-Market
LEAD_001711,ACC_01120,Partner,Reseller,Partner,2024-01-08,Lead,1000+,Enterprise
LEAD_001712,ACC_01153,Outbound,Named Account Outreach,Outbound,2025-03-06,MQL,1-99,SMB
LEAD_001713,ACC_00373,Organic,SEO,Organic,2024-01-25,Converted,1-99,SMB
LEAD_001714,ACC_01075,Paid Social,Paid Social Retargeting,Paid Social,2025-02-25,MQL,1000+,Enterprise
LEAD_001715,ACC_00542,Referral,Customer Referral,Referral,2024-10-15,MQL,100-999,Mid-Market
LEAD_001716,ACC_00888,Organic,Content Hub,Organic,2024-08-10,Lead,1-99,SMB
LEAD_001717,ACC_00621,Organic,Product Blog,Organic,2025-10-13,MQL,100-999,Mid-Market
LEAD_001718,ACC_00921,Partner,Reseller,Partner,2025-06-02,Lead,1-99,SMB
LEAD_001719,ACC_01046,Partner,Technology Partner,Partner,2025-02-18,MQL,1-99,SMB
LEAD_001720,ACC_00509,Referral,Employee Referral,Referral,2025-10-06,Lead,100-999,Mid-Market
LEAD_001721,ACC_00841,Referral,Customer Referral,Referral,2024-03-12,MQL,1-99,SMB
LEAD_001722,ACC_00609,Outbound,SDR Outbound,Outbound,2025-04-17,Lead,100-999,Mid-Market
LEAD_001723,ACC_00959,Organic,Product Blog,Organic,2024-04-24,MQL,100-999,Mid-Market
LEAD_001724,ACC_00230,Paid Social,Paid Social Retargeting,Paid Social,2024-06-19,SQL,1-99,SMB
LEAD_001725,ACC_00875,Referral,Employee Referral,Referral,2024-05-15,SQL,100-999,Mid-Market
LEAD_001726,ACC_00715,Paid Social,Paid Social Retargeting,Paid Social,2025-02-01,Converted,100-999,Mid-Market
LEAD_001727,ACC_00542,Referral,Employee Referral,Referral,2025-04-04,MQL,100-999,Mid-Market
LEAD_001728,ACC_00444,Partner,Cloud Partner,Partner,2025-07-06,MQL,1-99,SMB
LEAD_001729,ACC_00843,Organic,Content Hub,Organic,2024-11-18,Lead,100-999,Mid-Market
LEAD_001730,ACC_00417,Paid Social,LinkedIn Demand Gen,Paid Social,2025-11-17,Converted,1-99,SMB
LEAD_001731,ACC_00040,Outbound,SDR Outbound,Outbound,2024-09-30,MQL,100-999,Mid-Market
LEAD_001732,ACC_01138,Organic,SEO,Organic,2024-04-24,Lead,1-99,SMB
LEAD_001733,ACC_00538,Paid Search,Search - Nonbrand,Paid Search,2024-01-27,Lead,1-99,SMB
LEAD_001734,ACC_00198,Outbound,Named Account Outreach,Outbound,2024-04-03,SQL,1000+,Enterprise
LEAD_001735,ACC_00271,Organic,SEO,Organic,2024-11-21,SQL,1-99,SMB
LEAD_001736,ACC_00996,Paid Search,Search - Brand,Paid Search,2024-10-28,SQL,1-99,SMB
LEAD_001737,ACC_00398,Outbound,SDR Outbound,Outbound,2025-09-16,MQL,1-99,SMB
LEAD_001738,ACC_00338,Outbound,SDR Outbound,Outbound,2024-04-01,Lead,100-999,Mid-Market
LEAD_001739,ACC_00585,Paid Social,LinkedIn ABM,Paid Social,2024-07-10,Converted,1000+,Enterprise
LEAD_001740,ACC_00035,Referral,Employee Referral,Referral,2025-12-17,MQL,1-99,SMB
LEAD_001741,ACC_00673,Referral,Customer Referral,Referral,2024-01-21,MQL,1000+,Enterprise
LEAD_001742,ACC_00049,Paid Social,Paid Social Retargeting,Paid Social,2024-11-06,MQL,100-999,Mid-Market
LEAD_001743,ACC_01003,Organic,Product Blog,Organic,2024-05-24,MQL,1-99,SMB
LEAD_001744,ACC_00516,Outbound,SDR Outbound,Outbound,2025-01-25,MQL,1-99,SMB
LEAD_001745,ACC_00262,Paid Search,Search - Competitor,Paid Search,2025-12-12,MQL,1000+,Enterprise
LEAD_001746,ACC_00546,Events,Webinar,Events,2024-06-15,SQL,1-99,SMB
LEAD_001747,ACC_00211,Partner,Technology Partner,Partner,2024-09-27,SQL,100-999,Mid-Market
LEAD_001748,ACC_00385,Paid Search,Search - Brand,Paid Search,2024-11-24,Lead,1-99,SMB
LEAD_001749,ACC_00157,Partner,Technology Partner,Partner,2025-08-06,Lead,1-99,SMB
LEAD_001750,ACC_00803,Paid Social,LinkedIn Demand Gen,Paid Social,2025-12-20,SQL,1000+,Enterprise
LEAD_001751,ACC_01172,Referral,Customer Referral,Referral,2024-03-11,MQL,100-999,Mid-Market
LEAD_001752,ACC_00583,Organic,SEO,Organic,2024-12-23,MQL,1-99,SMB
LEAD_001753,ACC_00119,Referral,Customer Referral,Referral,2025-07-04,Converted,1-99,SMB
