account_id,account_name,company_size,segment,industry,sales_region,revenue_model,account_created_at,account_status
ACC_00528,Harbor Labs 0528,1000+,Enterprise,Professional Services,LATAM,Subscription,2024-08-22,Prospect
ACC_00529,Pioneer Partners 0529,100-999,Mid-Market,Healthcare,North America,Advertising,2024-05-15,Customer
ACC_00530,Harbor Technologies 0530,1-99,SMB,Financial Services,North America,Subscription,2025-04-22,Customer
ACC_00531,Atlas Systems 0531,100-999,Mid-Market,Professional Services,APAC,Subscription,2024-05-07,Customer
ACC_00532,Harbor Systems 0532,100-999,Mid-Market,Software,EMEA,Enterprise Services,2025-05-06,Prospect
ACC_00533,Northstar Technologies 0533,1-99,SMB,Healthcare,North America,Transactional,2024-04-28,Customer
ACC_00534,Northstar Labs 0534,100-999,Mid-Market,Software,North America,Subscription,2024-11-13,Prospect
ACC_00535,Cobalt Networks 0535,1-99,SMB,Retail,North America,Subscription,2025-08-13,Customer
ACC_00536,Summit Partners 0536,1-99,SMB,Healthcare,APAC,Subscription,2024-06-16,Customer
ACC_00537,Cobalt Labs 0537,100-999,Mid-Market,Professional Services,EMEA,Subscription,2025-07-15,Customer
ACC_00538,Nova Networks 0538,1-99,SMB,Professional Services,EMEA,Advertising,2025-06-11,Prospect
ACC_00539,Apex Labs 0539,1-99,SMB,Professional Services,APAC,Advertising,2025-10-21,Customer
ACC_00540,Summit Group 0540,1000+,Enterprise,Financial Services,North America,Transactional,2024-05-03,Prospect
ACC_00541,Pioneer Solutions 0541,1000+,Enterprise,Software,North America,Usage-Based,2025-06-06,Prospect
ACC_00542,Nova Technologies 0542,100-999,Mid-Market,Professional Services,North America,Subscription,2025-11-15,Prospect
ACC_00543,BluePeak Solutions 0543,1000+,Enterprise,Professional Services,APAC,Enterprise Services,2025-07-11,Customer
ACC_00544,Atlas Labs 0544,1000+,Enterprise,Financial Services,EMEA,Advertising,2024-05-17,Prospect
ACC_00545,Vertex Group 0545,1-99,SMB,Software,North America,Subscription,2025-08-23,Customer
ACC_00546,Cobalt Technologies 0546,1-99,SMB,Healthcare,North America,Usage-Based,2024-03-19,Prospect
ACC_00547,Atlas Technologies 0547,1-99,SMB,Software,EMEA,Subscription,2025-03-06,Customer
ACC_00548,Harbor Solutions 0548,1-99,SMB,Software,EMEA,Advertising,2024-12-29,Customer
ACC_00549,Vertex Systems 0549,100-999,Mid-Market,Professional Services,EMEA,Transactional,2025-01-23,Prospect
ACC_00550,Summit Partners 0550,1-99,SMB,Retail,North America,Subscription,2025-01-14,Prospect
ACC_00551,Atlas Solutions 0551,1-99,SMB,Software,LATAM,Usage-Based,2024-01-24,Prospect
ACC_00552,Cobalt Technologies 0552,1-99,SMB,Healthcare,APAC,Subscription,2025-01-06,Customer
ACC_00553,Summit Group 0553,1-99,SMB,Retail,EMEA,Usage-Based,2025-11-15,Prospect
ACC_00554,Vertex Technologies 0554,1000+,Enterprise,Healthcare,EMEA,Subscription,2024-11-15,Customer
ACC_00555,Summit Group 0555,1-99,SMB,Professional Services,LATAM,Subscription,2024-07-21,Customer
ACC_00556,Northstar Partners 0556,1-99,SMB,Financial Services,LATAM,Subscription,2025-12-28,Customer
ACC_00557,Harbor Technologies 0557,1-99,SMB,Healthcare,EMEA,Usage-Based,2024-03-13,Customer
ACC_00558,BluePeak Solutions 0558,100-999,Mid-Market,Media,North America,Subscription,2024-12-21,Customer
ACC_00559,BluePeak Networks 0559,100-999,Mid-Market,Retail,North America,Usage-Based,2025-01-09,Churned
ACC_00560,Atlas Technologies 0560,100-999,Mid-Market,Professional Services,APAC,Subscription,2024-12-15,Prospect
ACC_00561,BluePeak Networks 0561,1-99,SMB,Retail,EMEA,Subscription,2025-11-04,Customer
ACC_00562,Cobalt Technologies 0562,1-99,SMB,Retail,North America,Subscription,2024-11-04,Prospect
ACC_00563,Northstar Solutions 0563,1000+,Enterprise,Professional Services,North America,Subscription,2025-12-12,Customer
ACC_00564,Apex Labs 0564,100-999,Mid-Market,Healthcare,LATAM,Enterprise Services,2024-02-18,Customer
ACC_00565,Summit Solutions 0565,100-999,Mid-Market,Professional Services,APAC,Subscription,2025-06-20,Customer
ACC_00566,Pioneer Partners 0566,100-999,Mid-Market,Media,LATAM,Transactional,2025-03-09,Customer
ACC_00567,Nova Solutions 0567,100-999,Mid-Market,Media,North America,Advertising,2024-06-24,Prospect
ACC_00568,Northstar Technologies 0568,1-99,SMB,Financial Services,APAC,Advertising,2024-06-15,Prospect
ACC_00569,BluePeak Partners 0569,1-99,SMB,Retail,APAC,Advertising,2025-06-10,Prospect
ACC_00570,Summit Group 0570,100-999,Mid-Market,Professional Services,North America,Usage-Based,2025-04-11,Customer
ACC_00571,Vertex Partners 0571,1-99,SMB,Healthcare,North America,Transactional,2025-03-22,Customer
ACC_00572,Harbor Systems 0572,1000+,Enterprise,Financial Services,LATAM,Advertising,2024-02-07,Prospect
ACC_00573,Summit Group 0573,100-999,Mid-Market,Financial Services,North America,Transactional,2025-03-13,Prospect
ACC_00574,Apex Technologies 0574,100-999,Mid-Market,Media,EMEA,Advertising,2025-12-18,Prospect
ACC_00575,Summit Group 0575,1000+,Enterprise,Financial Services,EMEA,Subscription,2024-01-13,Prospect
ACC_00576,BluePeak Group 0576,100-999,Mid-Market,Software,EMEA,Advertising,2024-12-08,Prospect
ACC_00577,Vertex Partners 0577,1000+,Enterprise,Media,North America,Subscription,2024-12-27,Customer
ACC_00578,Atlas Labs 0578,100-999,Mid-Market,Financial Services,EMEA,Transactional,2025-10-17,Customer
ACC_00579,Nova Partners 0579,1000+,Enterprise,Media,North America,Enterprise Services,2024-07-25,Prospect
ACC_00580,Vertex Systems 0580,1-99,SMB,Healthcare,APAC,Enterprise Services,2024-12-13,Customer
ACC_00581,Northstar Partners 0581,100-999,Mid-Market,Professional Services,North America,Usage-Based,2025-06-08,Customer
ACC_00582,Cobalt Partners 0582,100-999,Mid-Market,Healthcare,EMEA,Advertising,2024-02-14,Prospect
ACC_00583,Cobalt Group 0583,1-99,SMB,Professional Services,APAC,Transactional,2025-08-08,Prospect
ACC_00584,BluePeak Partners 0584,1-99,SMB,Professional Services,North America,Subscription,2025-08-24,Prospect
ACC_00585,Pioneer Solutions 0585,1000+,Enterprise,Financial Services,North America,Subscription,2025-06-10,Prospect
ACC_00586,Apex Partners 0586,100-999,Mid-Market,Professional Services,APAC,Subscription,2025-04-18,Customer
ACC_00587,Harbor Group 0587,1-99,SMB,Media,North America,Subscription,2025-06-30,Churned
ACC_00588,Vertex Technologies 0588,1-99,SMB,Software,North America,Enterprise Services,2025-07-25,Prospect
ACC_00589,Nova Partners 0589,1-99,SMB,Software,North America,Usage-Based,2025-10-22,Customer
ACC_00590,Pioneer Group 0590,1-99,SMB,Financial Services,LATAM,Advertising,2024-11-08,Prospect
ACC_00591,Atlas Partners 0591,1000+,Enterprise,Software,EMEA,Subscription,2024-11-29,Customer
ACC_00592,Northstar Group 0592,1-99,SMB,Retail,North America,Transactional,2025-04-11,Customer
ACC_00593,Summit Partners 0593,1-99,SMB,Professional Services,LATAM,Subscription,2024-05-21,Prospect
ACC_00594,Atlas Systems 0594,100-999,Mid-Market,Retail,North America,Usage-Based,2025-09-17,Prospect
ACC_00595,Summit Systems 0595,1-99,SMB,Software,North America,Enterprise Services,2025-07-17,Customer
ACC_00596,Atlas Solutions 0596,1-99,SMB,Retail,North America,Subscription,2025-04-06,Churned
ACC_00597,BluePeak Solutions 0597,100-999,Mid-Market,Financial Services,North America,Subscription,2024-08-08,Prospect
ACC_00598,Nova Solutions 0598,100-999,Mid-Market,Professional Services,North America,Subscription,2024-09-11,Prospect
ACC_00599,Pioneer Solutions 0599,1000+,Enterprise,Software,EMEA,Subscription,2024-11-13,Prospect
ACC_00600,Summit Technologies 0600,100-999,Mid-Market,Media,North America,Subscription,2025-04-29,Customer
ACC_00601,Cobalt Group 0601,1-99,SMB,Retail,EMEA,Subscription,2025-07-22,Customer
ACC_00602,Summit Systems 0602,100-999,Mid-Market,Software,North America,Subscription,2025-05-06,Customer
ACC_00603,Northstar Technologies 0603,1000+,Enterprise,Media,North America,Subscription,2025-11-10,Customer
ACC_00604,Harbor Labs 0604,100-999,Mid-Market,Retail,North America,Subscription,2025-12-03,Customer
ACC_00605,Atlas Solutions 0605,1000+,Enterprise,Media,EMEA,Transactional,2025-05-30,Customer
ACC_00606,Nova Systems 0606,100-999,Mid-Market,Healthcare,EMEA,Subscription,2024-09-28,Prospect
ACC_00607,BluePeak Labs 0607,1000+,Enterprise,Media,North America,Usage-Based,2025-03-13,Customer
ACC_00608,Summit Labs 0608,1-99,SMB,Retail,North America,Subscription,2024-11-06,Prospect
ACC_00609,Cobalt Labs 0609,100-999,Mid-Market,Software,North America,Subscription,2025-04-04,Prospect
ACC_00610,Summit Labs 0610,1-99,SMB,Software,APAC,Subscription,2025-08-16,Churned
ACC_00611,Pioneer Networks 0611,100-999,Mid-Market,Retail,North America,Transactional,2024-09-26,Customer
ACC_00612,Pioneer Group 0612,100-999,Mid-Market,Retail,APAC,Subscription,2025-01-04,Churned
ACC_00613,BluePeak Networks 0613,1000+,Enterprise,Media,North America,Advertising,2024-02-03,Prospect
ACC_00614,Northstar Solutions 0614,1000+,Enterprise,Retail,North America,Subscription,2025-06-22,Customer
ACC_00615,Harbor Networks 0615,1-99,SMB,Professional Services,EMEA,Enterprise Services,2024-12-24,Customer
ACC_00616,BluePeak Networks 0616,100-999,Mid-Market,Financial Services,North America,Subscription,2024-12-02,Prospect
ACC_00617,Atlas Group 0617,100-999,Mid-Market,Retail,North America,Subscription,2025-01-24,Prospect
ACC_00618,Pioneer Labs 0618,1-99,SMB,Media,LATAM,Usage-Based,2024-06-06,Customer
ACC_00619,Apex Group 0619,1-99,SMB,Software,North America,Subscription,2025-03-13,Prospect
ACC_00620,Summit Solutions 0620,1-99,SMB,Financial Services,North America,Subscription,2025-06-28,Churned
ACC_00621,BluePeak Networks 0621,100-999,Mid-Market,Media,North America,Usage-Based,2024-09-12,Prospect
ACC_00622,Summit Labs 0622,100-999,Mid-Market,Healthcare,North America,Subscription,2024-04-05,Prospect
ACC_00623,Nova Technologies 0623,1000+,Enterprise,Media,APAC,Subscription,2024-10-09,Customer
ACC_00624,Vertex Partners 0624,1-99,SMB,Healthcare,North America,Subscription,2024-05-25,Prospect
ACC_00625,Atlas Networks 0625,1000+,Enterprise,Professional Services,LATAM,Subscription,2024-09-30,Customer
ACC_00626,Pioneer Technologies 0626,1-99,SMB,Professional Services,EMEA,Usage-Based,2025-04-03,Customer
ACC_00627,Nova Solutions 0627,100-999,Mid-Market,Professional Services,LATAM,Transactional,2024-03-23,Prospect
ACC_00628,Summit Networks 0628,1-99,SMB,Software,APAC,Advertising,2025-06-30,Customer
ACC_00629,Harbor Networks 0629,100-999,Mid-Market,Healthcare,LATAM,Subscription,2024-06-13,Customer
ACC_00630,Vertex Labs 0630,100-999,Mid-Market,Software,EMEA,Transactional,2025-10-16,Customer
ACC_00631,Summit Systems 0631,1000+,Enterprise,Financial Services,North America,Transactional,2025-06-19,Customer
ACC_00632,Nova Solutions 0632,1000+,Enterprise,Financial Services,North America,Subscription,2024-07-18,Customer
ACC_00633,BluePeak Networks 0633,1-99,SMB,Healthcare,EMEA,Usage-Based,2025-02-15,Customer
ACC_00634,Nova Group 0634,1-99,SMB,Retail,North America,Advertising,2024-03-21,Prospect
ACC_00635,Atlas Networks 0635,1-99,SMB,Professional Services,EMEA,Transactional,2024-03-13,Customer
ACC_00636,Pioneer Systems 0636,1-99,SMB,Financial Services,North America,Subscription,2025-11-29,Churned
ACC_00637,BluePeak Partners 0637,100-999,Mid-Market,Healthcare,APAC,Subscription,2025-08-09,Customer
ACC_00638,Northstar Labs 0638,100-999,Mid-Market,Media,North America,Transactional,2024-04-22,Customer
ACC_00639,Summit Partners 0639,100-999,Mid-Market,Professional Services,LATAM,Transactional,2024-07-25,Customer
ACC_00640,BluePeak Technologies 0640,1000+,Enterprise,Financial Services,North America,Subscription,2024-05-24,Customer
ACC_00641,Cobalt Labs 0641,100-999,Mid-Market,Media,North America,Subscription,2024-10-15,Churned
ACC_00642,Nova Systems 0642,100-999,Mid-Market,Software,APAC,Usage-Based,2024-07-31,Prospect
ACC_00643,Vertex Partners 0643,1-99,SMB,Healthcare,APAC,Subscription,2024-08-27,Prospect
ACC_00644,Cobalt Labs 0644,1-99,SMB,Retail,EMEA,Subscription,2025-01-21,Customer
ACC_00645,Atlas Systems 0645,100-999,Mid-Market,Professional Services,LATAM,Advertising,2024-05-18,Customer
ACC_00646,Cobalt Partners 0646,1000+,Enterprise,Media,North America,Subscription,2025-10-07,Customer
ACC_00647,Summit Group 0647,1-99,SMB,Professional Services,APAC,Subscription,2025-06-15,Prospect
ACC_00648,Summit Group 0648,100-999,Mid-Market,Professional Services,North America,Subscription,2025-07-09,Prospect
ACC_00649,Summit Labs 0649,100-999,Mid-Market,Retail,North America,Usage-Based,2024-05-03,Customer
ACC_00650,Atlas Solutions 0650,1-99,SMB,Media,North America,Subscription,2025-06-01,Customer
ACC_00651,Nova Group 0651,1-99,SMB,Software,North America,Transactional,2025-09-03,Customer
ACC_00652,Harbor Labs 0652,1000+,Enterprise,Healthcare,EMEA,Enterprise Services,2024-05-08,Customer
ACC_00653,Harbor Group 0653,100-999,Mid-Market,Software,EMEA,Transactional,2025-07-03,Customer
ACC_00654,BluePeak Labs 0654,1-99,SMB,Media,North America,Advertising,2024-09-18,Customer
ACC_00655,Nova Group 0655,1000+,Enterprise,Professional Services,LATAM,Advertising,2025-07-29,Customer
ACC_00656,Apex Systems 0656,1-99,SMB,Media,North America,Subscription,2024-12-15,Customer
ACC_00657,BluePeak Labs 0657,1000+,Enterprise,Professional Services,North America,Advertising,2025-08-09,Customer
ACC_00658,Apex Group 0658,1-99,SMB,Financial Services,EMEA,Enterprise Services,2024-04-17,Prospect
ACC_00659,Cobalt Solutions 0659,100-999,Mid-Market,Professional Services,North America,Transactional,2024-10-11,Prospect
ACC_00660,BluePeak Systems 0660,1-99,SMB,Healthcare,North America,Subscription,2024-07-18,Customer
ACC_00661,Summit Labs 0661,1-99,SMB,Media,EMEA,Subscription,2024-06-30,Customer
ACC_00662,Harbor Solutions 0662,1000+,Enterprise,Media,North America,Usage-Based,2024-08-13,Customer
ACC_00663,Atlas Solutions 0663,1-99,SMB,Healthcare,North America,Subscription,2024-10-06,Prospect
ACC_00664,Summit Networks 0664,1-99,SMB,Financial Services,EMEA,Usage-Based,2024-04-03,Customer
ACC_00665,Pioneer Labs 0665,1-99,SMB,Healthcare,North America,Subscription,2025-05-31,Prospect
ACC_00666,Summit Group 0666,100-999,Mid-Market,Healthcare,APAC,Transactional,2025-02-06,Customer
ACC_00667,Pioneer Labs 0667,100-999,Mid-Market,Professional Services,APAC,Usage-Based,2025-08-29,Customer
ACC_00668,Pioneer Systems 0668,1000+,Enterprise,Retail,North America,Subscription,2025-05-30,Customer
ACC_00669,Harbor Group 0669,1-99,SMB,Healthcare,North America,Subscription,2024-04-18,Customer
ACC_00670,Vertex Networks 0670,1-99,SMB,Healthcare,North America,Usage-Based,2024-02-21,Prospect
ACC_00671,Apex Group 0671,1-99,SMB,Software,EMEA,Subscription,2024-11-05,Customer
ACC_00672,Apex Networks 0672,100-999,Mid-Market,Software,North America,Subscription,2024-12-17,Customer
ACC_00673,Nova Group 0673,1000+,Enterprise,Software,LATAM,Advertising,2024-06-24,Customer
ACC_00674,Northstar Group 0674,100-999,Mid-Market,Healthcare,North America,Subscription,2025-07-25,Customer
ACC_00675,Harbor Partners 0675,100-999,Mid-Market,Retail,EMEA,Transactional,2025-03-01,Prospect
ACC_00676,Nova Solutions 0676,1-99,SMB,Professional Services,North America,Subscription,2025-06-30,Prospect
ACC_00677,Pioneer Group 0677,1000+,Enterprise,Media,North America,Subscription,2024-03-20,Prospect
ACC_00678,Harbor Networks 0678,100-999,Mid-Market,Software,North America,Usage-Based,2025-08-18,Prospect
ACC_00679,Summit Labs 0679,1-99,SMB,Software,EMEA,Subscription,2024-05-30,Prospect
ACC_00680,Apex Systems 0680,1-99,SMB,Retail,LATAM,Subscription,2024-11-23,Churned
ACC_00681,Northstar Partners 0681,1-99,SMB,Professional Services,North America,Transactional,2024-11-17,Customer
ACC_00682,Northstar Labs 0682,1-99,SMB,Software,North America,Usage-Based,2025-08-22,Prospect
ACC_00683,Harbor Group 0683,1-99,SMB,Financial Services,North America,Advertising,2024-07-21,Prospect
ACC_00684,Nova Technologies 0684,1-99,SMB,Software,North America,Usage-Based,2024-06-24,Prospect
ACC_00685,Northstar Labs 0685,100-999,Mid-Market,Retail,APAC,Subscription,2024-09-05,Customer
ACC_00686,Nova Systems 0686,1-99,SMB,Professional Services,LATAM,Subscription,2024-09-20,Prospect
ACC_00687,BluePeak Group 0687,1-99,SMB,Media,APAC,Enterprise Services,2024-05-12,Customer
ACC_00688,Pioneer Solutions 0688,1000+,Enterprise,Retail,North America,Usage-Based,2024-05-08,Customer
ACC_00689,Cobalt Networks 0689,100-999,Mid-Market,Software,North America,Advertising,2024-06-18,Prospect
ACC_00690,Pioneer Group 0690,100-999,Mid-Market,Retail,EMEA,Subscription,2024-12-07,Customer
ACC_00691,Cobalt Systems 0691,1-99,SMB,Healthcare,North America,Subscription,2024-09-07,Churned
ACC_00692,Summit Networks 0692,1000+,Enterprise,Financial Services,EMEA,Subscription,2024-10-13,Prospect
ACC_00693,Cobalt Systems 0693,1-99,SMB,Media,North America,Usage-Based,2025-06-09,Prospect
ACC_00694,Nova Technologies 0694,1-99,SMB,Professional Services,North America,Usage-Based,2024-06-25,Churned
ACC_00695,Summit Partners 0695,1000+,Enterprise,Financial Services,APAC,Subscription,2025-10-27,Customer
ACC_00696,Harbor Group 0696,100-999,Mid-Market,Financial Services,North America,Subscription,2025-07-03,Customer
ACC_00697,Summit Group 0697,100-999,Mid-Market,Software,LATAM,Subscription,2024-05-07,Customer
ACC_00698,BluePeak Systems 0698,100-999,Mid-Market,Media,North America,Subscription,2024-08-17,Prospect
ACC_00699,Atlas Systems 0699,100-999,Mid-Market,Retail,North America,Transactional,2024-05-14,Customer
ACC_00700,Northstar Technologies 0700,1-99,SMB,Financial Services,North America,Advertising,2024-07-18,Customer
ACC_00701,Nova Solutions 0701,1-99,SMB,Financial Services,North America,Subscription,2024-09-24,Prospect
ACC_00702,Northstar Labs 0702,1-99,SMB,Software,North America,Advertising,2024-04-05,Customer
ACC_00703,Atlas Networks 0703,1-99,SMB,Retail,North America,Enterprise Services,2024-01-11,Churned
ACC_00704,Harbor Networks 0704,1000+,Enterprise,Media,EMEA,Subscription,2024-11-16,Customer
ACC_00705,BluePeak Systems 0705,1-99,SMB,Financial Services,APAC,Subscription,2025-05-27,Prospect
ACC_00706,Northstar Labs 0706,100-999,Mid-Market,Software,North America,Advertising,2024-08-09,Prospect
ACC_00707,Cobalt Group 0707,100-999,Mid-Market,Retail,North America,Subscription,2025-09-20,Churned
ACC_00708,Summit Networks 0708,100-999,Mid-Market,Media,North America,Advertising,2024-09-26,Churned
ACC_00709,Apex Technologies 0709,1-99,SMB,Retail,APAC,Advertising,2025-10-20,Customer
ACC_00710,Apex Partners 0710,1-99,SMB,Financial Services,EMEA,Subscription,2024-06-21,Customer
ACC_00711,Nova Solutions 0711,1000+,Enterprise,Software,North America,Subscription,2025-01-29,Customer
ACC_00712,Vertex Partners 0712,100-999,Mid-Market,Media,North America,Usage-Based,2025-07-11,Prospect
ACC_00713,Harbor Solutions 0713,100-999,Mid-Market,Professional Services,North America,Subscription,2024-02-13,Prospect
ACC_00714,BluePeak Partners 0714,1000+,Enterprise,Media,North America,Advertising,2025-11-10,Prospect
ACC_00715,Apex Partners 0715,100-999,Mid-Market,Healthcare,North America,Advertising,2024-09-23,Prospect
ACC_00716,Apex Partners 0716,1-99,SMB,Media,LATAM,Usage-Based,2024-12-29,Customer
ACC_00717,Pioneer Partners 0717,100-999,Mid-Market,Retail,North America,Transactional,2025-04-04,Prospect
ACC_00718,Atlas Partners 0718,1-99,SMB,Software,North America,Usage-Based,2025-04-15,Prospect
ACC_00719,Apex Solutions 0719,100-999,Mid-Market,Retail,North America,Advertising,2024-01-18,Customer
ACC_00720,BluePeak Technologies 0720,1000+,Enterprise,Media,EMEA,Subscription,2025-09-25,Prospect
ACC_00721,Vertex Networks 0721,100-999,Mid-Market,Healthcare,North America,Subscription,2025-03-31,Prospect
ACC_00722,BluePeak Technologies 0722,1-99,SMB,Professional Services,North America,Subscription,2025-12-31,Customer
ACC_00723,Cobalt Partners 0723,1-99,SMB,Professional Services,North America,Subscription,2024-12-10,Prospect
ACC_00724,Vertex Technologies 0724,1000+,Enterprise,Financial Services,EMEA,Subscription,2025-03-24,Customer
ACC_00725,Nova Partners 0725,1-99,SMB,Software,North America,Subscription,2024-11-18,Churned
ACC_00726,Nova Partners 0726,1-99,SMB,Financial Services,LATAM,Subscription,2025-10-12,Prospect
ACC_00727,Apex Solutions 0727,1-99,SMB,Professional Services,North America,Subscription,2025-08-31,Churned
ACC_00728,Cobalt Labs 0728,1-99,SMB,Media,North America,Subscription,2025-10-26,Customer
ACC_00729,BluePeak Networks 0729,1-99,SMB,Software,LATAM,Transactional,2025-01-03,Customer
ACC_00730,Vertex Partners 0730,100-999,Mid-Market,Software,APAC,Advertising,2025-08-01,Customer
ACC_00731,BluePeak Solutions 0731,1-99,SMB,Healthcare,North America,Usage-Based,2024-09-19,Customer
ACC_00732,Summit Solutions 0732,1-99,SMB,Healthcare,APAC,Advertising,2024-12-02,Customer
ACC_00733,Atlas Networks 0733,1-99,SMB,Professional Services,North America,Usage-Based,2025-07-09,Customer
ACC_00734,Cobalt Networks 0734,1-99,SMB,Media,North America,Transactional,2024-02-29,Prospect
ACC_00735,Harbor Labs 0735,1-99,SMB,Financial Services,APAC,Subscription,2025-06-03,Churned
ACC_00736,Nova Solutions 0736,100-999,Mid-Market,Software,APAC,Enterprise Services,2024-01-12,Customer
ACC_00737,Summit Labs 0737,1-99,SMB,Healthcare,North America,Subscription,2025-02-28,Customer
ACC_00738,Atlas Partners 0738,1-99,SMB,Healthcare,EMEA,Advertising,2024-12-14,Prospect
ACC_00739,Harbor Partners 0739,1-99,SMB,Professional Services,North America,Transactional,2024-12-08,Prospect
ACC_00740,Nova Technologies 0740,1-99,SMB,Healthcare,North America,Subscription,2024-12-27,Customer
ACC_00741,Cobalt Labs 0741,1-99,SMB,Healthcare,LATAM,Advertising,2024-12-25,Customer
ACC_00742,Atlas Labs 0742,1-99,SMB,Financial Services,North America,Subscription,2024-10-24,Customer
ACC_00743,Northstar Partners 0743,1000+,Enterprise,Software,EMEA,Subscription,2024-11-25,Prospect
ACC_00744,Apex Technologies 0744,1-99,SMB,Professional Services,EMEA,Subscription,2025-02-19,Prospect
ACC_00745,Northstar Systems 0745,100-999,Mid-Market,Media,EMEA,Subscription,2025-07-12,Customer
ACC_00746,Vertex Partners 0746,100-999,Mid-Market,Software,North America,Subscription,2025-02-07,Prospect
ACC_00747,Summit Labs 0747,1-99,SMB,Media,LATAM,Advertising,2025-04-14,Churned
ACC_00748,Apex Solutions 0748,1-99,SMB,Retail,EMEA,Advertising,2025-09-03,Prospect
ACC_00749,Nova Group 0749,100-999,Mid-Market,Retail,EMEA,Subscription,2025-12-24,Prospect
ACC_00750,BluePeak Labs 0750,1000+,Enterprise,Professional Services,North America,Transactional,2024-03-20,Prospect
ACC_00751,Apex Systems 0751,1-99,SMB,Professional Services,North America,Subscription,2025-06-05,Customer
ACC_00752,Nova Technologies 0752,1-99,SMB,Financial Services,North America,Subscription,2024-06-13,Customer
ACC_00753,Nova Technologies 0753,1-99,SMB,Financial Services,North America,Transactional,2024-05-23,Customer
ACC_00754,Vertex Partners 0754,1-99,SMB,Media,North America,Usage-Based,2025-08-02,Churned
ACC_00755,Cobalt Technologies 0755,100-999,Mid-Market,Professional Services,EMEA,Subscription,2024-02-20,Prospect
ACC_00756,Pioneer Group 0756,1-99,SMB,Software,APAC,Subscription,2025-09-11,Customer
ACC_00757,Atlas Labs 0757,1-99,SMB,Professional Services,North America,Transactional,2025-07-17,Prospect
ACC_00758,Summit Labs 0758,1000+,Enterprise,Retail,North America,Usage-Based,2025-12-28,Prospect
ACC_00759,Northstar Solutions 0759,1-99,SMB,Healthcare,EMEA,Subscription,2025-05-03,Customer
ACC_00760,Summit Labs 0760,1-99,SMB,Software,North America,Subscription,2025-09-30,Prospect
ACC_00761,Vertex Solutions 0761,100-999,Mid-Market,Media,LATAM,Subscription,2024-03-27,Customer
ACC_00762,Atlas Group 0762,1-99,SMB,Media,North America,Advertising,2025-10-12,Customer
ACC_00763,Atlas Systems 0763,1-99,SMB,Healthcare,North America,Usage-Based,2024-04-27,Customer
ACC_00764,Pioneer Labs 0764,1-99,SMB,Media,North America,Transactional,2024-08-17,Customer
ACC_00765,Apex Systems 0765,1000+,Enterprise,Professional Services,LATAM,Subscription,2024-04-03,Customer
ACC_00766,Atlas Partners 0766,1-99,SMB,Professional Services,North America,Transactional,2024-10-20,Prospect
ACC_00767,Apex Technologies 0767,1-99,SMB,Media,EMEA,Usage-Based,2025-07-01,Prospect
ACC_00768,Summit Group 0768,1-99,SMB,Professional Services,North America,Subscription,2024-07-14,Prospect
ACC_00769,Summit Networks 0769,1-99,SMB,Media,North America,Usage-Based,2025-08-24,Customer
ACC_00770,Summit Networks 0770,100-999,Mid-Market,Media,APAC,Subscription,2025-03-19,Churned
ACC_00771,Cobalt Solutions 0771,1-99,SMB,Healthcare,North America,Subscription,2025-04-04,Prospect
ACC_00772,Pioneer Solutions 0772,100-999,Mid-Market,Media,North America,Advertising,2025-11-17,Customer
ACC_00773,Atlas Networks 0773,100-999,Mid-Market,Software,North America,Subscription,2024-11-11,Customer
ACC_00774,Cobalt Partners 0774,1000+,Enterprise,Healthcare,APAC,Enterprise Services,2024-09-08,Customer
ACC_00775,Atlas Partners 0775,1-99,SMB,Retail,North America,Advertising,2025-12-28,Customer
ACC_00776,Pioneer Technologies 0776,1000+,Enterprise,Professional Services,North America,Subscription,2025-02-11,Customer
ACC_00777,Atlas Networks 0777,100-999,Mid-Market,Software,LATAM,Subscription,2025-03-25,Customer
ACC_00778,Cobalt Systems 0778,1-99,SMB,Healthcare,EMEA,Advertising,2024-08-04,Customer
ACC_00779,Apex Partners 0779,100-999,Mid-Market,Financial Services,APAC,Subscription,2024-06-06,Prospect
ACC_00780,Vertex Solutions 0780,1000+,Enterprise,Professional Services,APAC,Transactional,2024-05-04,Churned
ACC_00781,Cobalt Systems 0781,1-99,SMB,Professional Services,EMEA,Subscription,2024-06-12,Prospect
ACC_00782,Atlas Partners 0782,1000+,Enterprise,Financial Services,North America,Subscription,2024-05-22,Customer
ACC_00783,Summit Solutions 0783,1-99,SMB,Professional Services,North America,Advertising,2025-06-29,Prospect
ACC_00784,Atlas Labs 0784,100-999,Mid-Market,Retail,EMEA,Subscription,2024-02-12,Prospect
ACC_00785,Pioneer Technologies 0785,1000+,Enterprise,Professional Services,EMEA,Transactional,2025-04-05,Prospect
ACC_00786,Cobalt Solutions 0786,1-99,SMB,Media,LATAM,Advertising,2025-11-24,Customer
ACC_00787,Vertex Solutions 0787,100-999,Mid-Market,Software,EMEA,Subscription,2025-07-13,Prospect
ACC_00788,BluePeak Systems 0788,1-99,SMB,Financial Services,North America,Transactional,2024-10-21,Prospect
ACC_00789,Harbor Group 0789,100-999,Mid-Market,Retail,North America,Transactional,2024-02-13,Customer
ACC_00790,Cobalt Networks 0790,100-999,Mid-Market,Financial Services,EMEA,Usage-Based,2025-09-01,Prospect
ACC_00791,Northstar Labs 0791,1-99,SMB,Software,North America,Subscription,2024-01-03,Customer
